"session";"unit_session_id";"item_id";"item_name";"answer";"created";"saved";"shown";"shown_relative";"answered";"answered_relative";"displaycount";"display_order";"hidden"
"";"30359165";"22583679";"note_intro";"1";"2023-11-03 15:47:11";"2023-11-03 15:47:16";"2023-11-03 14:47:13";"2196";"2023-11-03 14:47:13";"";"1";"7";"0"
"";"30359165";"22583680";"informed_consent";"1";"2023-11-03 15:47:11";"2023-11-03 15:47:16";"2023-11-03 14:47:13";"2196";"2023-11-03 14:47:14";"3673";"1";"8";"0"
"";"30359167";"22542976";"topic";"3D_video_vs_2D_video";"2023-11-03 15:47:21";"2023-11-03 15:47:22";"2023-11-03 15:47:22";"";"2023-11-03 15:47:22";"";"1";"0";"0"
"";"30359167";"22576743";"effect_size_1";"-0.2";"2023-11-03 15:47:21";"2023-11-03 15:47:22";"2023-11-03 15:47:22";"";"2023-11-03 15:47:22";"";"1";"3";"0"
"";"30359167";"22576744";"effect_size_2";"0.8";"2023-11-03 15:47:21";"2023-11-03 15:47:22";"2023-11-03 15:47:22";"";"2023-11-03 15:47:22";"";"1";"4";"0"
"";"30359167";"22583679";"note_intro";"1";"2023-11-03 15:47:21";"2023-11-03 15:47:24";"2023-11-03 14:47:23";"2228";"2023-11-03 14:47:23";"";"1";"7";"0"
"";"30359167";"22583680";"informed_consent";"0";"2023-11-03 15:47:21";"2023-11-03 15:47:24";"2023-11-03 14:47:23";"2228";"2023-11-03 14:47:23";"";"1";"8";"0"
"";"30359497";"22542976";"topic";"ai_feedback_vs_teacher_feedback";"2023-11-03 16:03:56";"2023-11-03 16:03:57";"2023-11-03 16:03:57";"";"2023-11-03 16:03:57";"";"1";"0";"0"
"";"30359497";"22576743";"effect_size_1";"-0.2";"2023-11-03 16:03:56";"2023-11-03 16:03:57";"2023-11-03 16:03:57";"";"2023-11-03 16:03:57";"";"1";"3";"0"
"";"30359497";"22576744";"effect_size_2";"0.2";"2023-11-03 16:03:56";"2023-11-03 16:03:57";"2023-11-03 16:03:57";"";"2023-11-03 16:03:57";"";"1";"4";"0"
"";"30359497";"22583679";"note_intro";"1";"2023-11-03 16:03:56";"2023-11-03 16:04:02";"2023-11-03 15:03:58";"1927";"2023-11-03 15:03:58";"";"1";"7";"0"
"";"30359497";"22583680";"informed_consent";"1";"2023-11-03 16:03:56";"2023-11-03 16:04:02";"2023-11-03 15:03:58";"1927";"2023-11-03 15:03:59";"3685";"1";"8";"0"
"";"30359528";"22542976";"topic";"3D_video_vs_2D_video";"2023-11-03 16:05:23";"2023-11-03 16:05:23";"2023-11-03 16:05:23";"";"2023-11-03 16:05:23";"";"1";"0";"0"
"";"30359528";"22576743";"effect_size_1";"-0.5";"2023-11-03 16:05:23";"2023-11-03 16:05:23";"2023-11-03 16:05:23";"";"2023-11-03 16:05:23";"";"1";"3";"0"
"";"30359528";"22576744";"effect_size_2";"-0.8";"2023-11-03 16:05:23";"2023-11-03 16:05:23";"2023-11-03 16:05:23";"";"2023-11-03 16:05:23";"";"1";"4";"0"
"";"30359528";"22583679";"note_intro";"1";"2023-11-03 16:05:23";"2023-11-03 16:05:26";"2023-11-03 15:05:24";"2136";"2023-11-03 15:05:24";"";"1";"7";"0"
"";"30359528";"22583680";"informed_consent";"1";"2023-11-03 16:05:23";"2023-11-03 16:05:26";"2023-11-03 15:05:24";"2136";"2023-11-03 15:05:25";"3342";"1";"8";"0"
"";"30359534";"22542976";"topic";"consumer_wearable_vs_no_wearable";"2023-11-03 16:05:51";"2023-11-03 16:05:51";"2023-11-03 16:05:51";"";"2023-11-03 16:05:51";"";"1";"0";"0"
"";"30359534";"22576743";"effect_size_1";"-0.2";"2023-11-03 16:05:51";"2023-11-03 16:05:51";"2023-11-03 16:05:51";"";"2023-11-03 16:05:51";"";"1";"3";"0"
"";"30359534";"22576744";"effect_size_2";"0.2";"2023-11-03 16:05:51";"2023-11-03 16:05:51";"2023-11-03 16:05:51";"";"2023-11-03 16:05:51";"";"1";"4";"0"
"";"30359534";"22583679";"note_intro";"1";"2023-11-03 16:05:51";"2023-11-03 16:05:55";"2023-11-03 15:05:52";"2099";"2023-11-03 15:05:52";"";"1";"7";"0"
"";"30359534";"22583680";"informed_consent";"1";"2023-11-03 16:05:51";"2023-11-03 16:05:55";"2023-11-03 15:05:52";"2099";"2023-11-03 15:05:54";"3695";"1";"8";"0"
"";"30433913";"22542976";"topic";"science_kit_vs_traditional_program";"2023-11-07 10:58:06";"2023-11-07 10:58:07";"2023-11-07 10:58:07";"";"2023-11-07 10:58:07";"";"1";"0";"0"
"";"30433913";"22576743";"effect_size_1";"0.8";"2023-11-07 10:58:06";"2023-11-07 10:58:07";"2023-11-07 10:58:07";"";"2023-11-07 10:58:07";"";"1";"2";"0"
"";"30433913";"22576744";"effect_size_2";"-0.8";"2023-11-07 10:58:06";"2023-11-07 10:58:07";"2023-11-07 10:58:07";"";"2023-11-07 10:58:07";"";"1";"3";"0"
"";"30433913";"22583679";"note_intro";"1";"2023-11-07 10:58:06";"2023-11-07 10:58:12";"2023-11-07 09:58:08";"2048";"2023-11-07 09:58:08";"";"1";"4";"0"
"";"30433913";"22583680";"informed_consent";"1";"2023-11-07 10:58:06";"2023-11-07 10:58:12";"2023-11-07 09:58:08";"2048";"2023-11-07 09:58:10";"4494";"1";"5";"0"
"";"30433913";"22603031";"page_3";"";"2023-11-07 10:58:06";"";"";"";"";"";"1";"9";"1"
"";"30434005";"22542976";"topic";"3D_video_vs_2D_video";"2023-11-07 11:04:02";"2023-11-07 11:04:03";"2023-11-07 11:04:03";"";"2023-11-07 11:04:03";"";"1";"0";"0"
"";"30434005";"22576743";"effect_size_1";"0.5";"2023-11-07 11:04:02";"2023-11-07 11:04:03";"2023-11-07 11:04:03";"";"2023-11-07 11:04:03";"";"1";"2";"0"
"";"30434005";"22576744";"effect_size_2";"-0.5";"2023-11-07 11:04:02";"2023-11-07 11:04:03";"2023-11-07 11:04:03";"";"2023-11-07 11:04:03";"";"1";"3";"0"
"";"30434005";"22583679";"note_intro";"1";"2023-11-07 11:04:02";"2023-11-07 11:04:06";"2023-11-07 10:04:04";"1721";"2023-11-07 10:04:04";"";"1";"4";"0"
"";"30434005";"22583680";"informed_consent";"1";"2023-11-07 11:04:02";"2023-11-07 11:04:06";"2023-11-07 10:04:04";"1721";"2023-11-07 10:04:05";"3279";"1";"5";"0"
"";"30434005";"22603031";"page_3";"";"2023-11-07 11:04:02";"";"";"";"";"";"1";"9";"1"
"";"30434072";"22542976";"topic";"consumer_wearable_vs_no_wearable";"2023-11-07 11:09:24";"2023-11-07 11:09:25";"2023-11-07 11:09:25";"";"2023-11-07 11:09:25";"";"1";"0";"0"
"";"30434072";"22576743";"effect_size_1";"0.2";"2023-11-07 11:09:24";"2023-11-07 11:09:25";"2023-11-07 11:09:25";"";"2023-11-07 11:09:25";"";"1";"2";"0"
"";"30434072";"22576744";"effect_size_2";"0.8";"2023-11-07 11:09:24";"2023-11-07 11:09:25";"2023-11-07 11:09:25";"";"2023-11-07 11:09:25";"";"1";"3";"0"
"";"30434072";"22583679";"note_intro";"1";"2023-11-07 11:09:24";"2023-11-07 11:09:29";"2023-11-07 10:09:26";"1938";"2023-11-07 10:09:26";"";"1";"4";"0"
"";"30434072";"22583680";"informed_consent";"1";"2023-11-07 11:09:24";"2023-11-07 11:09:29";"2023-11-07 10:09:26";"1938";"2023-11-07 10:09:28";"3754";"1";"5";"0"
"";"30434072";"22603031";"page_3";"";"2023-11-07 11:09:24";"";"";"";"";"";"1";"9";"1"
"";"30434501";"22542976";"topic";"consumer_wearable_vs_no_wearable";"2023-11-07 11:38:59";"2023-11-07 11:39:00";"2023-11-07 11:39:00";"";"2023-11-07 11:39:00";"";"1";"0";"0"
"";"30434501";"22576743";"effect_size_1";"-0.2";"2023-11-07 11:38:59";"2023-11-07 11:39:00";"2023-11-07 11:39:00";"";"2023-11-07 11:39:00";"";"1";"2";"0"
"";"30434501";"22576744";"effect_size_2";"-0.5";"2023-11-07 11:38:59";"2023-11-07 11:39:00";"2023-11-07 11:39:00";"";"2023-11-07 11:39:00";"";"1";"3";"0"
"";"30434501";"22583679";"note_intro";"1";"2023-11-07 11:38:59";"2023-11-07 11:39:04";"2023-11-07 10:39:01";"1954";"2023-11-07 10:39:01";"";"1";"4";"0"
"";"30434501";"22583680";"informed_consent";"1";"2023-11-07 11:38:59";"2023-11-07 11:39:04";"2023-11-07 10:39:01";"1954";"2023-11-07 10:39:03";"3849";"1";"5";"0"
"";"30434501";"22603031";"page_3";"";"2023-11-07 11:38:59";"";"";"";"";"";"1";"9";"1"
"";"30434511";"22542976";"topic";"ai_feedback_vs_teacher_feedback";"2023-11-07 11:41:24";"2023-11-07 11:41:25";"2023-11-07 11:41:25";"";"2023-11-07 11:41:25";"";"1";"0";"0"
"";"30434511";"22576743";"effect_size_1";"0.2";"2023-11-07 11:41:24";"2023-11-07 11:41:25";"2023-11-07 11:41:25";"";"2023-11-07 11:41:25";"";"1";"2";"0"
"";"30434511";"22576744";"effect_size_2";"-0.8";"2023-11-07 11:41:24";"2023-11-07 11:41:25";"2023-11-07 11:41:25";"";"2023-11-07 11:41:25";"";"1";"3";"0"
"";"30434511";"22583679";"note_intro";"1";"2023-11-07 11:41:24";"2023-11-07 11:41:29";"2023-11-07 10:41:26";"1664";"2023-11-07 10:41:26";"";"1";"4";"0"
"";"30434511";"22583680";"informed_consent";"1";"2023-11-07 11:41:24";"2023-11-07 11:41:29";"2023-11-07 10:41:26";"1664";"2023-11-07 10:41:28";"3646";"1";"5";"0"
"";"30434511";"22603031";"page_3";"";"2023-11-07 11:41:24";"";"";"";"";"";"1";"9";"1"
"";"30434517";"22542976";"topic";"science_kit_vs_traditional_program";"2023-11-07 11:42:48";"2023-11-07 11:42:49";"2023-11-07 11:42:49";"";"2023-11-07 11:42:49";"";"1";"0";"0"
"";"30434517";"22576743";"effect_size_1";"0.2";"2023-11-07 11:42:48";"2023-11-07 11:42:49";"2023-11-07 11:42:49";"";"2023-11-07 11:42:49";"";"1";"2";"0"
"";"30434517";"22576744";"effect_size_2";"-0.5";"2023-11-07 11:42:48";"2023-11-07 11:42:49";"2023-11-07 11:42:49";"";"2023-11-07 11:42:49";"";"1";"3";"0"
"";"30434517";"22583679";"note_intro";"1";"2023-11-07 11:42:48";"2023-11-07 11:42:53";"2023-11-07 10:42:50";"1846";"2023-11-07 10:42:50";"";"1";"4";"0"
"";"30434517";"22583680";"informed_consent";"1";"2023-11-07 11:42:48";"2023-11-07 11:42:53";"2023-11-07 10:42:50";"1846";"2023-11-07 10:42:52";"3327";"1";"5";"0"
"";"30434517";"22603031";"page_3";"";"2023-11-07 11:42:48";"";"";"";"";"";"1";"9";"1"
"";"30434534";"22542976";"topic";"consumer_wearable_vs_no_wearable";"2023-11-07 11:45:01";"2023-11-07 11:45:02";"2023-11-07 11:45:02";"";"2023-11-07 11:45:02";"";"1";"0";"0"
"";"30434534";"22576743";"effect_size_1";"-0.2";"2023-11-07 11:45:01";"2023-11-07 11:45:02";"2023-11-07 11:45:02";"";"2023-11-07 11:45:02";"";"1";"2";"0"
"";"30434534";"22576744";"effect_size_2";"-0.8";"2023-11-07 11:45:01";"2023-11-07 11:45:02";"2023-11-07 11:45:02";"";"2023-11-07 11:45:02";"";"1";"3";"0"
"";"30434534";"22583679";"note_intro";"1";"2023-11-07 11:45:01";"2023-11-07 11:45:05";"2023-11-07 10:45:03";"1688";"2023-11-07 10:45:03";"";"1";"4";"0"
"";"30434534";"22583680";"informed_consent";"1";"2023-11-07 11:45:01";"2023-11-07 11:45:05";"2023-11-07 10:45:03";"1688";"2023-11-07 10:45:04";"3369";"1";"5";"0"
"";"30434534";"22603031";"page_3";"";"2023-11-07 11:45:01";"";"";"";"";"";"1";"9";"1"
"";"30450907";"22542976";"topic";"3D_video_vs_2D_video";"2023-11-08 10:41:55";"2023-11-08 10:41:56";"2023-11-08 10:41:56";"";"2023-11-08 10:41:56";"";"1";"0";"0"
"";"30450907";"22576743";"effect_size_1";"-0.5";"2023-11-08 10:41:55";"2023-11-08 10:41:56";"2023-11-08 10:41:56";"";"2023-11-08 10:41:56";"";"1";"2";"0"
"";"30450907";"22576744";"effect_size_2";"0.8";"2023-11-08 10:41:55";"2023-11-08 10:41:56";"2023-11-08 10:41:56";"";"2023-11-08 10:41:56";"";"1";"3";"0"
"";"30450907";"22583679";"note_intro";"1";"2023-11-08 10:41:55";"2023-11-08 10:42:07";"2023-11-08 09:41:57";"1841";"2023-11-08 09:41:57";"";"1";"4";"0"
"";"30450907";"22583680";"informed_consent";"1";"2023-11-08 10:41:55";"2023-11-08 10:42:07";"2023-11-08 09:41:57";"1841";"2023-11-08 09:42:05";"10448";"1";"5";"0"
"";"30450907";"22603031";"page_3";"";"2023-11-08 10:41:55";"";"";"";"";"";"1";"9";"1"
"";"30455921";"22542976";"topic";"consumer_wearable_vs_no_wearable";"2023-11-08 13:14:00";"2023-11-08 13:14:01";"2023-11-08 13:14:01";"";"2023-11-08 13:14:01";"";"1";"0";"0"
"";"30455921";"22576743";"effect_size_1";"-0.2";"2023-11-08 13:14:00";"2023-11-08 13:14:01";"2023-11-08 13:14:01";"";"2023-11-08 13:14:01";"";"1";"2";"0"
"";"30455921";"22576744";"effect_size_2";"-0.8";"2023-11-08 13:14:00";"2023-11-08 13:14:01";"2023-11-08 13:14:01";"";"2023-11-08 13:14:01";"";"1";"3";"0"
"";"30455921";"22583679";"note_intro";"1";"2023-11-08 13:14:00";"2023-11-08 13:14:09";"2023-11-08 12:14:02";"1790";"2023-11-08 12:14:02";"";"1";"4";"0"
"";"30455921";"22583680";"informed_consent";"1";"2023-11-08 13:14:00";"2023-11-08 13:14:09";"2023-11-08 12:14:02";"1790";"2023-11-08 12:14:05";"5288";"1";"5";"0"
"";"30455921";"22603031";"page_3";"";"2023-11-08 13:14:00";"";"";"";"";"";"1";"9";"1"
"";"30456098";"22542976";"topic";"ai_feedback_vs_teacher_feedback";"2023-11-08 13:17:34";"2023-11-08 13:17:35";"2023-11-08 13:17:35";"";"2023-11-08 13:17:35";"";"1";"0";"0"
"";"30456098";"22576743";"effect_size_1";"-0.5";"2023-11-08 13:17:34";"2023-11-08 13:17:35";"2023-11-08 13:17:35";"";"2023-11-08 13:17:35";"";"1";"2";"0"
"";"30456098";"22576744";"effect_size_2";"0.8";"2023-11-08 13:17:34";"2023-11-08 13:17:35";"2023-11-08 13:17:35";"";"2023-11-08 13:17:35";"";"1";"3";"0"
"";"30456098";"22583679";"note_intro";"1";"2023-11-08 13:17:34";"2023-11-08 13:17:37";"2023-11-08 12:17:35";"1697";"2023-11-08 12:17:35";"";"1";"4";"0"
"";"30456098";"22583680";"informed_consent";"0";"2023-11-08 13:17:34";"2023-11-08 13:17:37";"2023-11-08 12:17:35";"1697";"2023-11-08 12:17:35";"";"1";"5";"0"
"";"30456098";"22603031";"page_3";"";"2023-11-08 13:17:34";"";"";"";"";"";"1";"9";"1"
"";"30468997";"22542976";"topic";"consumer_wearable_vs_no_wearable";"2023-11-09 09:47:03";"2023-11-09 09:47:04";"2023-11-09 09:47:04";"";"2023-11-09 09:47:04";"";"1";"0";"0"
"";"30468997";"22576743";"effect_size_1";"0.5";"2023-11-09 09:47:03";"2023-11-09 09:47:04";"2023-11-09 09:47:04";"";"2023-11-09 09:47:04";"";"1";"2";"0"
"";"30468997";"22576744";"effect_size_2";"-0.8";"2023-11-09 09:47:03";"2023-11-09 09:47:04";"2023-11-09 09:47:04";"";"2023-11-09 09:47:04";"";"1";"3";"0"
"";"30468997";"22583679";"note_intro";"1";"2023-11-09 09:47:03";"2023-11-09 09:47:21";"2023-11-09 08:47:03";"2054";"2023-11-09 08:47:03";"";"1";"4";"0"
"";"30468997";"22583680";"informed_consent";"1";"2023-11-09 09:47:03";"2023-11-09 09:47:21";"2023-11-09 08:47:03";"2054";"2023-11-09 08:47:08";"7285";"1";"5";"0"
"";"30468997";"22629422";"note_topic";"1";"2023-11-09 09:47:03";"2023-11-09 09:47:21";"2023-11-09 08:47:03";"2054";"2023-11-09 08:47:03";"";"1";"7";"0"
"";"30468997";"22603031";"page_3";"";"2023-11-09 09:47:03";"";"";"";"";"";"1";"9";"1"
"";"30469006";"22542976";"topic";"science_kit_vs_traditional_program";"2023-11-09 09:48:19";"2023-11-09 09:48:20";"2023-11-09 09:48:20";"";"2023-11-09 09:48:20";"";"1";"0";"0"
"";"30469006";"22576743";"effect_size_1";"-0.5";"2023-11-09 09:48:19";"2023-11-09 09:48:20";"2023-11-09 09:48:20";"";"2023-11-09 09:48:20";"";"1";"2";"0"
"";"30469006";"22576744";"effect_size_2";"-0.8";"2023-11-09 09:48:19";"2023-11-09 09:48:20";"2023-11-09 09:48:20";"";"2023-11-09 09:48:20";"";"1";"3";"0"
"";"30469006";"22583679";"note_intro";"1";"2023-11-09 09:48:19";"2023-11-09 09:48:31";"2023-11-09 08:48:19";"2285";"2023-11-09 08:48:19";"";"1";"4";"0"
"";"30469006";"22583680";"informed_consent";"1";"2023-11-09 09:48:19";"2023-11-09 09:48:31";"2023-11-09 08:48:19";"2285";"2023-11-09 08:48:25";"8214";"1";"5";"0"
"";"30469006";"22629422";"note_topic";"1";"2023-11-09 09:48:19";"2023-11-09 09:48:31";"2023-11-09 08:48:19";"2285";"2023-11-09 08:48:19";"";"1";"7";"0"
"";"30469006";"22603031";"page_3";"";"2023-11-09 09:48:19";"";"";"";"";"";"1";"9";"1"
"";"30469018";"22542976";"topic";"3D_video_vs_2D_video";"2023-11-09 09:50:31";"2023-11-09 09:50:32";"2023-11-09 09:50:32";"";"2023-11-09 09:50:32";"";"1";"0";"0"
"";"30469018";"22576743";"effect_size_1";"0.5";"2023-11-09 09:50:31";"2023-11-09 09:50:32";"2023-11-09 09:50:32";"";"2023-11-09 09:50:32";"";"1";"2";"0"
"";"30469018";"22576744";"effect_size_2";"-0.2";"2023-11-09 09:50:31";"2023-11-09 09:50:32";"2023-11-09 09:50:32";"";"2023-11-09 09:50:32";"";"1";"3";"0"
"";"30469018";"22583679";"note_intro";"1";"2023-11-09 09:50:31";"2023-11-09 09:50:36";"2023-11-09 08:50:31";"2342";"2023-11-09 08:50:31";"";"1";"4";"0"
"";"30469018";"22583680";"informed_consent";"1";"2023-11-09 09:50:31";"2023-11-09 09:50:36";"2023-11-09 08:50:31";"2342";"2023-11-09 08:50:34";"4508";"1";"5";"0"
"";"30469018";"22629422";"note_topic";"1";"2023-11-09 09:50:31";"2023-11-09 09:50:36";"2023-11-09 08:50:31";"2342";"2023-11-09 08:50:31";"";"1";"7";"0"
"";"30469018";"22603031";"page_3";"";"2023-11-09 09:50:31";"";"";"";"";"";"1";"9";"1"
"";"30469029";"22542976";"topic";"consumer_wearable_vs_no_wearable";"2023-11-09 09:52:12";"2023-11-09 09:52:13";"2023-11-09 09:52:13";"";"2023-11-09 09:52:13";"";"1";"0";"0"
"";"30469029";"22576743";"effect_size_1";"0.8";"2023-11-09 09:52:12";"2023-11-09 09:52:13";"2023-11-09 09:52:13";"";"2023-11-09 09:52:13";"";"1";"2";"0"
"";"30469029";"22576744";"effect_size_2";"-0.2";"2023-11-09 09:52:12";"2023-11-09 09:52:13";"2023-11-09 09:52:13";"";"2023-11-09 09:52:13";"";"1";"3";"0"
"";"30469029";"22583679";"note_intro";"1";"2023-11-09 09:52:12";"2023-11-09 09:52:28";"2023-11-09 08:52:13";"2121";"2023-11-09 08:52:13";"";"1";"4";"0"
